sequence_id,A_freq,T_freq,G_freq,C_freq,GC_content,AT_content,kmer_ATT,kmer_TAA,kmer_AAT,kmer_TTA,kmer_ATA,kmer_AAA,kmer_TAT,kmer_TTC,kmer_AAG,kmer_AGA,has_ATATA,has_polyT,has_polyA,start_A,start_T,end_T,at_rich_windows,label
mO_351_neg_285_329,0.5,0.2727272727272727,0.18181818181818182,0.045454545454545456,0.22727272727272727,0.7727272727272727,0.023809523809523808,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.11904761904761904,0.0,0.023809523809523808,0.047619047619047616,0.07142857142857142,0,0,1,1,0,0,0.675,0
mO_125_neg_484_529,0.37777777777777777,0.4444444444444444,0.08888888888888889,0.08888888888888889,0.17777777777777778,0.8222222222222222,0.09302325581395349,0.046511627906976744,0.06976744186046512,0.09302325581395349,0.11627906976744186,0.0,0.11627906976744186,0.023255813953488372,0.0,0.0,1,1,0,1,0,0,0.7804878048780488,0
mO_086_neg_125_164,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.38461538461538464,0.6153846153846154,0.05405405405405406,0.02702702702702703,0.0,0.05405405405405406,0.02702702702702703,0.0,0.05405405405405406,0.0,0.0,0.05405405405405406,0,0,0,0,0,0,0.4,0
mO_109_neg_67_103,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.16666666666666666,0.4444444444444444,0.5555555555555556,0.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.0,0,1,0,0,1,0,0.25,0
mO_250_neg_68_109,0.21951219512195122,0.2926829268292683,0.34146341463414637,0.14634146341463414,0.4878048780487805,0.5121951219512195,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0,1,0,0,0,1,0.24324324324324326,0
mO_317_neg_307_343,0.3055555555555556,0.3888888888888889,0.3055555555555556,0.0,0.3055555555555556,0.6944444444444444,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.0,0.029411764705882353,0.0,0.029411764705882353,0.029411764705882353,0,0,0,0,1,1,0.46875,0
mO_078_neg_400_442,0.5476190476190477,0.23809523809523808,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.7857142857142857,0.0,0.1,0.05,0.0,0.15,0.05,0.05,0.0,0.0,0.075,0,0,0,0,1,0,0.7631578947368421,0
mO_043_neg_603_645,0.4523809523809524,0.21428571428571427,0.2857142857142857,0.047619047619047616,0.3333333333333333,0.6666666666666666,0.025,0.075,0.075,0.025,0.075,0.05,0.0,0.0,0.05,0.0,0,0,0,0,1,0,0.39473684210526316,0
mO_234_neg_223_264,0.3902439024390244,0.36585365853658536,0.1951219512195122,0.04878048780487805,0.24390243902439024,0.7560975609756098,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,0.1282051282051282,0.0,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.02564102564102564,1,0,0,1,0,1,0.6756756756756757,0
mO_334_neg_920_961,0.34146341463414637,0.24390243902439024,0.3902439024390244,0.024390243902439025,0.4146341463414634,0.5853658536585366,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.05128205128205128,0.0,0,0,0,0,1,0,0.13513513513513514,0
mO_279_neg_790_834,0.3409090909090909,0.5,0.1590909090909091,0.0,0.1590909090909091,0.8409090909090909,0.09523809523809523,0.07142857142857142,0.047619047619047616,0.09523809523809523,0.07142857142857142,0.0,0.09523809523809523,0.0,0.023809523809523808,0.047619047619047616,0,1,0,0,1,1,0.825,0
mO_393_neg_686_728,0.3333333333333333,0.5952380952380952,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.9285714285714286,0.15,0.025,0.025,0.125,0.1,0.025,0.225,0.0,0.0,0.0,0,0,0,0,1,1,1.0,0
mO_319_neg_85_125,0.15,0.425,0.275,0.15,0.425,0.575,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.05263157894736842,0.0,0.0,0,1,0,1,0,0,0.3055555555555556,0
mO_311_neg_676_717,0.3902439024390244,0.4146341463414634,0.17073170731707318,0.024390243902439025,0.1951219512195122,0.8048780487804879,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.1282051282051282,0.0,0.02564102564102564,0.0,0,0,0,0,1,1,0.7567567567567568,0
mO_048_neg_339_379,0.4,0.25,0.275,0.075,0.35,0.65,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.05263157894736842,1,0,0,1,0,0,0.3611111111111111,0
mO_067_neg_538_577,0.38461538461538464,0.358974358974359,0.23076923076923078,0.02564102564102564,0.2564102564102564,0.7435897435897436,0.02702702702702703,0.05405405405405406,0.08108108108108109,0.0,0.10810810810810811,0.0,0.08108108108108109,0.0,0.02702702702702703,0.10810810810810811,1,0,0,0,1,1,0.5714285714285714,0
mO_078_neg_862_908,0.32608695652173914,0.2391304347826087,0.34782608695652173,0.08695652173913043,0.43478260869565216,0.5652173913043478,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.0,0.022727272727272728,0.06818181818181818,0.022727272727272728,0,0,1,0,0,0,0.2857142857142857,0
mO_185_neg_436_479,0.37209302325581395,0.3953488372093023,0.23255813953488372,0.0,0.23255813953488372,0.7674418604651163,0.04878048780487805,0.07317073170731707,0.07317073170731707,0.07317073170731707,0.0975609756097561,0.024390243902439025,0.04878048780487805,0.0,0.0,0.024390243902439025,1,0,0,0,1,1,0.5897435897435898,0
mO_254_neg_302_330,0.35714285714285715,0.39285714285714285,0.21428571428571427,0.03571428571428571,0.25,0.75,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.038461538461538464,0.11538461538461539,0,1,0,1,0,0,0.5833333333333334,0
mO_230_neg_425_469,0.45454545454545453,0.38636363636363635,0.13636363636363635,0.022727272727272728,0.1590909090909091,0.8409090909090909,0.023809523809523808,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.19047619047619047,0.023809523809523808,0.11904761904761904,0.023809523809523808,0.047619047619047616,0.0,1,0,0,1,0,1,0.825,0
mO_070_neg_108_144,0.19444444444444445,0.3888888888888889,0.3611111111111111,0.05555555555555555,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0,1,0,0,1,0,0.21875,0
mO_185_neg_39_81,0.19047619047619047,0.30952380952380953,0.35714285714285715,0.14285714285714285,0.5,0.5,0.025,0.0,0.0,0.025,0.0,0.025,0.0,0.025,0.025,0.0,0,1,0,0,1,0,0.15789473684210525,0
mO_314_neg_852_884,0.25,0.46875,0.25,0.03125,0.28125,0.71875,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.1,0.0,0.0,0.0,0,1,0,0,0,1,0.5357142857142857,0
mO_059_neg_698_743,0.4444444444444444,0.35555555555555557,0.17777777777777778,0.022222222222222223,0.2,0.8,0.023255813953488372,0.11627906976744186,0.11627906976744186,0.06976744186046512,0.09302325581395349,0.06976744186046512,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0,0,1,1,0,1,0.7804878048780488,0
mO_007_neg_112_153,0.24390243902439024,0.36585365853658536,0.3170731707317073,0.07317073170731707,0.3902439024390244,0.6097560975609756,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0,1,0,0,1,0,0.3783783783783784,0
mO_295_neg_146_188,0.2619047619047619,0.3333333333333333,0.38095238095238093,0.023809523809523808,0.40476190476190477,0.5952380952380952,0.05,0.0,0.0,0.025,0.0,0.0,0.025,0.025,0.0,0.075,0,0,0,1,0,0,0.21052631578947367,0
mO_171_neg_735_777,0.47619047619047616,0.23809523809523808,0.2857142857142857,0.0,0.2857142857142857,0.7142857142857143,0.025,0.1,0.1,0.025,0.1,0.05,0.0,0.0,0.05,0.075,0,0,0,0,0,1,0.6842105263157895,0
mO_332_neg_361_407,0.43478260869565216,0.30434782608695654,0.2391304347826087,0.021739130434782608,0.2608695652173913,0.7391304347826086,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.06818181818181818,0.045454545454545456,0.06818181818181818,0.0,0.09090909090909091,0.09090909090909091,0,0,0,0,1,0,0.6428571428571429,0
mO_005_neg_378_422,0.5227272727272727,0.38636363636363635,0.09090909090909091,0.0,0.09090909090909091,0.9090909090909091,0.07142857142857142,0.11904761904761904,0.09523809523809523,0.07142857142857142,0.19047619047619047,0.047619047619047616,0.11904761904761904,0.0,0.023809523809523808,0.07142857142857142,1,0,0,0,1,0,0.925,0
mO_047_neg_572_614,0.30952380952380953,0.30952380952380953,0.2857142857142857,0.09523809523809523,0.38095238095238093,0.6190476190476191,0.05,0.05,0.025,0.025,0.025,0.0,0.025,0.0,0.025,0.075,0,0,0,0,0,0,0.2894736842105263,0
mO_244_neg_202_244,0.47619047619047616,0.2857142857142857,0.16666666666666666,0.07142857142857142,0.23809523809523808,0.7619047619047619,0.025,0.075,0.075,0.025,0.125,0.075,0.025,0.025,0.05,0.075,0,0,1,0,1,0,0.6052631578947368,0
mO_032_neg_687_724,0.2972972972972973,0.4594594594594595,0.21621621621621623,0.02702702702702703,0.24324324324324326,0.7567567567567568,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.08571428571428572,0.0,0.17142857142857143,0.0,0.0,0.0,0,1,0,1,0,0,0.7575757575757576,0
mO_360_neg_393_436,0.5581395348837209,0.32558139534883723,0.046511627906976744,0.06976744186046512,0.11627906976744186,0.8837209302325582,0.07317073170731707,0.14634146341463414,0.12195121951219512,0.07317073170731707,0.12195121951219512,0.0975609756097561,0.07317073170731707,0.0,0.0,0.0,1,0,0,0,1,0,0.9743589743589743,0
mO_295_neg_51_97,0.2608695652173913,0.21739130434782608,0.3695652173913043,0.15217391304347827,0.5217391304347826,0.4782608695652174,0.0,0.022727272727272728,0.022727272727272728,0.0,0.022727272727272728,0.022727272727272728,0.0,0.022727272727272728,0.022727272727272728,0.0,0,0,0,0,1,0,0.14285714285714285,0
mO_371_neg_651_691,0.475,0.3,0.1,0.125,0.225,0.775,0.0,0.07894736842105263,0.05263157894736842,0.0,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.0,0.02631578947368421,0.0,1,0,0,0,1,0,0.7222222222222222,0
mO_301_neg_19_64,0.17777777777777778,0.37777777777777777,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0,1,0,0,1,1,0.3170731707317073,0
mO_116_neg_397_438,0.4634146341463415,0.4146341463414634,0.07317073170731707,0.04878048780487805,0.12195121951219512,0.8780487804878049,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.05128205128205128,0.1794871794871795,0.02564102564102564,0.1282051282051282,0.0,0.02564102564102564,0.05128205128205128,1,0,0,1,0,1,0.972972972972973,0
mO_159_neg_166_211,0.4666666666666667,0.35555555555555557,0.13333333333333333,0.044444444444444446,0.17777777777777778,0.8222222222222222,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.046511627906976744,0.11627906976744186,0.046511627906976744,0.11627906976744186,0.0,0.0,0.0,0,0,0,1,0,0,0.8536585365853658,0
mO_010_neg_139_180,0.24390243902439024,0.3902439024390244,0.3170731707317073,0.04878048780487805,0.36585365853658536,0.6341463414634146,0.07692307692307693,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0,0,0,0,0,1,0.32432432432432434,0
mO_364_neg_703_738,0.2,0.42857142857142855,0.3142857142857143,0.05714285714285714,0.37142857142857144,0.6285714285714286,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.030303030303030304,0.0,0,0,0,0,1,0,0.3225806451612903,0
mO_339_neg_487_533,0.3695652173913043,0.43478260869565216,0.15217391304347827,0.043478260869565216,0.1956521739130435,0.8043478260869565,0.13636363636363635,0.0,0.022727272727272728,0.09090909090909091,0.045454545454545456,0.0,0.13636363636363635,0.0,0.022727272727272728,0.045454545454545456,0,0,0,1,0,0,0.8095238095238095,0
mO_259_neg_414_451,0.5135135135135135,0.32432432432432434,0.08108108108108109,0.08108108108108109,0.16216216216216217,0.8378378378378378,0.02857142857142857,0.11428571428571428,0.05714285714285714,0.02857142857142857,0.17142857142857143,0.02857142857142857,0.14285714285714285,0.0,0.0,0.02857142857142857,1,0,0,1,0,1,0.7575757575757576,0
mO_350_neg_835_876,0.4146341463414634,0.2682926829268293,0.21951219512195122,0.0975609756097561,0.3170731707317073,0.6829268292682927,0.0,0.10256410256410256,0.07692307692307693,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.0,0.0,0.02564102564102564,0.07692307692307693,0,0,0,0,0,1,0.5135135135135135,0
mO_299_neg_181_221,0.375,0.375,0.125,0.125,0.25,0.75,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.10526315789473684,0.02631578947368421,0.10526315789473684,0.02631578947368421,0.0,0.0,1,0,0,0,0,1,0.6111111111111112,0
mO_166_neg_539_566,0.37037037037037035,0.25925925925925924,0.3333333333333333,0.037037037037037035,0.37037037037037035,0.6296296296296297,0.04,0.08,0.04,0.04,0.08,0.0,0.0,0.0,0.04,0.08,0,0,0,0,0,0,0.43478260869565216,0
mO_094_neg_75_116,0.24390243902439024,0.4146341463414634,0.1951219512195122,0.14634146341463414,0.34146341463414637,0.6585365853658537,0.0,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.0,0,1,0,0,0,0,0.40540540540540543,0
mO_214_neg_826_869,0.3953488372093023,0.46511627906976744,0.13953488372093023,0.0,0.13953488372093023,0.8604651162790697,0.07317073170731707,0.0975609756097561,0.07317073170731707,0.07317073170731707,0.12195121951219512,0.0,0.14634146341463414,0.0,0.04878048780487805,0.0,1,0,0,0,0,1,0.8717948717948718,0
mO_319_neg_302_339,0.32432432432432434,0.6216216216216216,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.9459459459459459,0.2,0.05714285714285714,0.05714285714285714,0.14285714285714285,0.05714285714285714,0.0,0.17142857142857143,0.0,0.0,0.0,0,1,0,1,0,1,1.0,0
mO_202_neg_614_654,0.3,0.45,0.2,0.05,0.25,0.75,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.07894736842105263,0.0,0.0,0.05263157894736842,1,1,0,0,1,0,0.6666666666666666,0
mO_227_neg_410_438,0.5357142857142857,0.2857142857142857,0.0,0.17857142857142858,0.17857142857142858,0.8214285714285714,0.038461538461538464,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0,0,0,1,0,0,0.7916666666666666,0
mO_351_neg_950_990,0.5,0.175,0.225,0.1,0.325,0.675,0.05263157894736842,0.0,0.07894736842105263,0.0,0.0,0.2894736842105263,0.0,0.02631578947368421,0.0,0.0,0,0,1,1,0,1,0.5,0
mO_243_neg_360_401,0.4634146341463415,0.2926829268292683,0.17073170731707318,0.07317073170731707,0.24390243902439024,0.7560975609756098,0.02564102564102564,0.1282051282051282,0.1282051282051282,0.0,0.1794871794871795,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0,0,0,0,0,0,0.7027027027027027,0
mO_246_neg_122_164,0.19047619047619047,0.38095238095238093,0.3333333333333333,0.09523809523809523,0.42857142857142855,0.5714285714285714,0.075,0.0,0.0,0.0,0.025,0.0,0.025,0.075,0.0,0.025,0,0,0,0,1,0,0.23684210526315788,0
mO_359_neg_639_667,0.4642857142857143,0.42857142857142855,0.10714285714285714,0.0,0.10714285714285714,0.8928571428571429,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.19230769230769232,0.0,0.0,0.0,1,0,0,1,0,1,1.0,0
mO_399_neg_389_425,0.3333333333333333,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.029411764705882353,0.08823529411764706,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0,0,0,0,0,0,0.59375,0
mO_296_neg_87_128,0.1951219512195122,0.3902439024390244,0.2682926829268293,0.14634146341463414,0.4146341463414634,0.5853658536585366,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0,1,0,1,0,1,0.2702702702702703,0
mO_136_neg_729_759,0.4,0.5333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.9333333333333333,0.17857142857142858,0.03571428571428571,0.03571428571428571,0.17857142857142858,0.10714285714285714,0.0,0.17857142857142858,0.0,0.0,0.0,1,0,0,1,0,0,1.0,0
mO_322_neg_743_770,0.4444444444444444,0.4074074074074074,0.14814814814814814,0.0,0.14814814814814814,0.8518518518518519,0.08,0.08,0.04,0.04,0.12,0.04,0.16,0.0,0.04,0.08,1,0,0,0,1,0,0.9565217391304348,0
mO_219_neg_508_550,0.35714285714285715,0.3333333333333333,0.2619047619047619,0.047619047619047616,0.30952380952380953,0.6904761904761905,0.025,0.0,0.05,0.025,0.05,0.05,0.025,0.0,0.05,0.025,0,0,1,1,0,1,0.4473684210526316,0
mO_274_neg_524_557,0.3939393939393939,0.24242424242424243,0.24242424242424243,0.12121212121212122,0.36363636363636365,0.6363636363636364,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.0,0.0,0.03225806451612903,0.0,0,0,1,0,1,1,0.3448275862068966,0
mO_177_neg_310_352,0.47619047619047616,0.3333333333333333,0.19047619047619047,0.0,0.19047619047619047,0.8095238095238095,0.025,0.05,0.05,0.0,0.25,0.0,0.1,0.0,0.0,0.125,1,0,0,1,0,0,0.8157894736842105,0
mO_252_neg_115_145,0.2,0.4,0.36666666666666664,0.03333333333333333,0.4,0.6,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.07142857142857142,0.0,0.03571428571428571,0.03571428571428571,0,0,0,0,0,1,0.3076923076923077,0
mO_239_neg_379_422,0.3953488372093023,0.3023255813953488,0.23255813953488372,0.06976744186046512,0.3023255813953488,0.6976744186046512,0.0,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.0975609756097561,0.024390243902439025,0.07317073170731707,0.0,0.024390243902439025,0.04878048780487805,1,0,0,0,0,1,0.4358974358974359,0
mO_393_neg_964_1003,0.41025641025641024,0.2564102564102564,0.3076923076923077,0.02564102564102564,0.3333333333333333,0.6666666666666666,0.05405405405405406,0.0,0.05405405405405406,0.05405405405405406,0.0,0.13513513513513514,0.05405405405405406,0.0,0.0,0.02702702702702703,0,0,1,0,0,0,0.42857142857142855,0
mO_200_neg_61_101,0.275,0.3,0.275,0.15,0.425,0.575,0.0,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.0,0,1,0,0,0,1,0.25,0
mO_045_neg_834_878,0.4772727272727273,0.3181818181818182,0.18181818181818182,0.022727272727272728,0.20454545454545456,0.7954545454545454,0.023809523809523808,0.11904761904761904,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.11904761904761904,0.047619047619047616,0.0,0.047619047619047616,0.07142857142857142,1,0,1,0,1,0,0.8,0
mO_106_neg_333_377,0.5,0.25,0.25,0.0,0.25,0.75,0.023809523809523808,0.09523809523809523,0.11904761904761904,0.023809523809523808,0.14285714285714285,0.09523809523809523,0.023809523809523808,0.0,0.0,0.023809523809523808,0,0,1,0,0,0,0.675,0
mO_136_neg_805_850,0.4222222222222222,0.3333333333333333,0.2,0.044444444444444446,0.24444444444444444,0.7555555555555555,0.09302325581395349,0.09302325581395349,0.06976744186046512,0.06976744186046512,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.046511627906976744,0,0,0,0,0,0,0.6097560975609756,0
mO_100_neg_245_279,0.5,0.23529411764705882,0.17647058823529413,0.08823529411764706,0.2647058823529412,0.7352941176470589,0.0,0.03125,0.0,0.0,0.1875,0.03125,0.09375,0.0,0.03125,0.09375,1,0,0,1,0,0,0.6666666666666666,0
mO_004_neg_916_958,0.30952380952380953,0.30952380952380953,0.3333333333333333,0.047619047619047616,0.38095238095238093,0.6190476190476191,0.0,0.025,0.025,0.05,0.0,0.0,0.025,0.0,0.075,0.075,0,0,0,0,0,0,0.3684210526315789,0
mO_050_neg_208_245,0.5675675675675675,0.24324324324324326,0.08108108108108109,0.10810810810810811,0.1891891891891892,0.8108108108108109,0.02857142857142857,0.11428571428571428,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.0,0.0,0.05714285714285714,0,0,1,0,1,0,0.696969696969697,0
mO_006_neg_778_819,0.5121951219512195,0.2926829268292683,0.1951219512195122,0.0,0.1951219512195122,0.8048780487804879,0.0,0.15384615384615385,0.1282051282051282,0.02564102564102564,0.1282051282051282,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,1,0,0,1,0,0,0.7567567567567568,0
mO_260_neg_835_884,0.3469387755102041,0.32653061224489793,0.32653061224489793,0.0,0.32653061224489793,0.673469387755102,0.06382978723404255,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.0425531914893617,0.0,0.0425531914893617,0.0,0.06382978723404255,0.0851063829787234,0,0,0,1,0,0,0.4222222222222222,0
mO_277_neg_97_136,0.23076923076923078,0.48717948717948717,0.2564102564102564,0.02564102564102564,0.28205128205128205,0.717948717948718,0.02702702702702703,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.0,0.02702702702702703,0.0,0.02702702702702703,0.02702702702702703,0.0,0,1,0,0,1,1,0.42857142857142855,0
mO_306_neg_878_924,0.391304347826087,0.2391304347826087,0.32608695652173914,0.043478260869565216,0.3695652173913043,0.6304347826086957,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.0,0.0,0.09090909090909091,0.0,0.0,0.06818181818181818,0.045454545454545456,0,0,1,1,0,0,0.30952380952380953,0
mO_383_neg_46_83,0.1891891891891892,0.32432432432432434,0.3783783783783784,0.10810810810810811,0.4864864864864865,0.5135135135135135,0.02857142857142857,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,0,1,0,0,0.15151515151515152,0
mO_235_neg_696_734,0.2631578947368421,0.631578947368421,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.8947368421052632,0.16666666666666666,0.027777777777777776,0.027777777777777776,0.19444444444444445,0.027777777777777776,0.0,0.1388888888888889,0.0,0.0,0.0,0,1,0,1,0,0,1.0,0
mO_244_neg_919_960,0.4634146341463415,0.21951219512195122,0.2926829268292683,0.024390243902439025,0.3170731707317073,0.6829268292682927,0.0,0.02564102564102564,0.10256410256410256,0.0,0.05128205128205128,0.20512820512820512,0.02564102564102564,0.0,0.0,0.0,0,0,1,1,0,0,0.4594594594594595,0
mO_280_neg_536_583,0.44680851063829785,0.23404255319148937,0.2765957446808511,0.0425531914893617,0.3191489361702128,0.6808510638297872,0.0,0.044444444444444446,0.06666666666666667,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.022222222222222223,0.0,0.022222222222222223,0.022222222222222223,0,0,1,1,0,0,0.4883720930232558,0
mO_372_neg_752_783,0.3870967741935484,0.5161290322580645,0.0967741935483871,0.0,0.0967741935483871,0.9032258064516129,0.1724137931034483,0.06896551724137931,0.06896551724137931,0.1724137931034483,0.10344827586206896,0.0,0.1724137931034483,0.0,0.0,0.0,0,0,0,0,0,0,0.9629629629629629,0
mO_261_neg_874_913,0.28205128205128205,0.3076923076923077,0.38461538461538464,0.02564102564102564,0.41025641025641024,0.5897435897435898,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.05405405405405406,0.0,0.02702702702702703,0.0,0.02702702702702703,0.05405405405405406,0,0,0,0,1,1,0.34285714285714286,0
mO_383_neg_914_958,0.5,0.22727272727272727,0.2727272727272727,0.0,0.2727272727272727,0.7272727272727273,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.0,0.16666666666666666,0.0,0.0,0.023809523809523808,0.07142857142857142,0,0,1,1,0,0,0.55,0
mO_047_neg_605_640,0.45714285714285713,0.2571428571428571,0.22857142857142856,0.05714285714285714,0.2857142857142857,0.7142857142857143,0.0,0.09090909090909091,0.06060606060606061,0.0,0.15151515151515152,0.06060606060606061,0.0,0.0,0.06060606060606061,0.06060606060606061,0,0,0,0,1,0,0.5483870967741935,0
mO_048_neg_53_94,0.2682926829268293,0.24390243902439024,0.3170731707317073,0.17073170731707318,0.4878048780487805,0.5121951219512195,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0,0,0,1,0,0,0.16216216216216217,0
mO_243_neg_710_752,0.3333333333333333,0.5952380952380952,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.9285714285714286,0.175,0.075,0.075,0.2,0.025,0.025,0.125,0.0,0.0,0.0,0,0,0,0,1,0,0.8947368421052632,0
mO_333_neg_572_612,0.4,0.35,0.175,0.075,0.25,0.75,0.02631578947368421,0.07894736842105263,0.05263157894736842,0.02631578947368421,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.0,0.0,0.02631578947368421,0,0,1,0,1,1,0.6944444444444444,0
mO_020_neg_220_261,0.43902439024390244,0.3902439024390244,0.14634146341463414,0.024390243902439025,0.17073170731707318,0.8292682926829268,0.0,0.10256410256410256,0.07692307692307693,0.05128205128205128,0.15384615384615385,0.02564102564102564,0.10256410256410256,0.0,0.02564102564102564,0.02564102564102564,1,0,0,0,1,0,0.7837837837837838,0
mO_380_neg_719_754,0.37142857142857144,0.2571428571428571,0.2857142857142857,0.08571428571428572,0.37142857142857144,0.6285714285714286,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.0,0.06060606060606061,0,0,0,1,0,0,0.2903225806451613,0
mO_360_neg_612_655,0.3953488372093023,0.3488372093023256,0.16279069767441862,0.09302325581395349,0.2558139534883721,0.7441860465116279,0.0,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.0975609756097561,0.04878048780487805,0.04878048780487805,0.0,0.0,0.0,1,0,0,0,1,1,0.5384615384615384,0
mO_364_neg_923_965,0.3333333333333333,0.23809523809523808,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.025,0.05,0.025,0.025,0.0,0.1,0.0,0.0,0.025,0.025,0,0,1,1,0,0,0.2631578947368421,0
mO_195_neg_518_558,0.4,0.275,0.25,0.075,0.325,0.675,0.0,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.10526315789473684,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.05263157894736842,0,0,1,0,0,0,0.5,0
mO_021_neg_876_915,0.41025641025641024,0.28205128205128205,0.3076923076923077,0.0,0.3076923076923077,0.6923076923076923,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.02702702702702703,0.10810810810810811,0.0,0.02702702702702703,0.0,0.02702702702702703,0.05405405405405406,1,0,0,0,0,0,0.5428571428571428,0
